s_m,x_m,y_m,kappa_radpm,w_tr_right_m,w_tr_left_m,d_m
4508.000000,-418.708576,626.794380,-0.000209,6.061744,6.061744,0.599857
4510.000000,-417.926221,624.949982,-0.002809,6.056729,6.056729,0.609360
4512.000000,-417.155926,623.100542,-0.005944,6.064375,6.064375,0.605360
4514.000000,-416.404394,621.243380,-0.007253,6.092761,6.092761,0.580899
4516.000000,-415.691758,619.370951,-0.003737,6.162085,6.162085,0.514501
4518.000000,-414.990897,617.494072,0.002162,6.243684,6.243684,0.434816
4520.000000,-414.283516,615.619651,0.006630,6.319213,6.319213,0.360948
4522.000000,-413.545030,613.757302,0.006826,6.360509,6.360509,0.318930
4524.000000,-412.776198,611.907236,0.003181,6.369988,6.369988,0.308245
4526.000000,-411.997443,610.061315,-0.000252,6.367981,6.367981,0.307243
4528.000000,-411.221618,608.214162,-0.001284,6.368877,6.368877,0.302261
4530.000000,-410.453579,606.363756,-0.000758,6.378591,6.378591,0.288160
4532.000000,-409.686053,604.513138,-0.000799,6.388085,6.388085,0.273067
4534.000000,-408.920942,602.661520,-0.001626,6.400351,6.400351,0.255246
4536.000000,-408.162353,600.807222,-0.002456,6.418940,6.418940,0.230617
4538.000000,-407.412463,598.949399,-0.002550,6.448226,6.448226,0.197627
4540.000000,-406.675202,597.086518,-0.001183,6.490412,6.490412,0.152575
4542.000000,-405.941988,595.222039,0.000886,6.535997,6.535997,0.105037
4544.000000,-405.205695,593.358776,0.002500,6.578307,6.578307,0.063225
4546.000000,-404.458299,591.499949,0.002734,6.609354,6.609354,0.035849
4548.000000,-403.698940,589.645968,0.001283,6.626672,6.626672,0.024347
4550.000000,-402.933916,587.794314,-0.001198,6.637105,6.637105,0.022836
4552.000000,-402.173112,585.940926,-0.003165,6.652362,6.652362,0.020836
4554.000000,-401.427355,584.081449,-0.003241,6.683456,6.683456,0.007019
4556.000000,-400.694407,582.216869,-0.001995,6.727085,6.727085,-0.015845
4558.000000,-399.969127,580.349290,-0.000594,6.780617,6.780617,-0.042079
4560.000000,-399.245497,578.481070,0.000099,6.835692,6.835692,-0.065404
4562.000000,-398.519778,576.613661,-0.000469,6.885169,6.885169,-0.081504
4564.000000,-397.795103,574.745847,-0.001837,6.929037,6.929037,-0.092725
4566.000000,-397.077460,572.875323,-0.003141,6.973602,6.973602,-0.105948
4568.000000,-396.372249,571.000086,-0.003841,7.027386,7.027386,-0.126512
4570.000000,-395.682322,569.119167,-0.003710,7.088447,7.088447,-0.155553
4572.000000,-395.007214,567.232877,-0.003099,7.153438,7.153438,-0.189703
4574.000000,-394.343170,565.342661,-0.002851,7.221330,7.221330,-0.224490
4576.000000,-393.689055,563.448986,-0.003058,7.290694,7.290694,-0.257787
4578.000000,-393.047248,561.551105,-0.003208,7.357954,7.357954,-0.289950
4580.000000,-392.417358,559.649241,-0.003606,7.427144,7.427144,-0.322152
4582.000000,-391.800172,557.743213,-0.004782,7.499000,7.499000,-0.355368
4584.000000,-391.200700,555.831550,-0.005334,7.572680,7.572680,-0.394252
4586.000000,-390.626301,553.912198,-0.003970,7.655027,7.655027,-0.444837
4588.000000,-390.065904,551.988707,-0.001827,7.734931,7.734931,-0.495535
4590.000000,-389.513498,550.062901,-0.000486,7.806251,7.806251,-0.539312
4592.000000,-388.959262,548.137620,-0.000730,7.857354,7.857354,-0.563748
4594.000000,-388.408186,546.211433,-0.002155,7.897866,7.897866,-0.576229
4596.000000,-387.863892,544.283321,-0.003335,7.932509,7.932509,-0.581655
4598.000000,-387.336177,542.350611,-0.003267,7.966658,7.966658,-0.588917
4600.000000,-386.820133,540.414747,-0.003071,7.997814,7.997814,-0.592494
